id,title ,image_link ,country ,years ,director_description,leader,star ,description,all_tags,imdb,language,time_length,
49,黑客帝国3：矩阵革命 The Matrix Revolutions,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461818.jpg, 美国 / 澳大利亚,2003-11-05(美国/中国大陆),莉莉·沃卓斯基,"['基努·里维斯', '劳伦斯·菲什伯恩', '凯瑞-安·莫斯', '雨果·维文', '贾达·萍克·史密斯', '凯特·宾汉', '玛丽·爱丽丝', '莫妮卡·贝鲁奇', '埃茜·戴维斯', '克里斯托弗·卡比', '罗伯特·马莫内', '罗宾·奈文', '吉娜薇·欧瑞丽', '诺娜·加耶', '纳撒尼尔·利斯', '哈里·伦尼克斯', '哈罗德·佩里诺', '鲁伯特·雷德', '凯文·迈克尔·理查德森', '大卫·罗伯茨', '布鲁斯·斯宾斯', '吉娜·托瑞斯', '克莱顿·华生', '赫尔穆特·巴凯蒂斯', '邹兆龙', '乔·曼宁', 'Tanveer K. Atwal', '拉黑·休姆', '康奈尔·韦斯特', '伯纳德·怀特', '朗贝尔·维尔森', '安东尼·布兰登·黄', '安东尼·泽比', '克雷格·沃克']",8.7,"
                                    　　第二集中，尼奥（基努·里维斯 Keanu Reeves 饰）没有能从内部摧毁“母体”，他的身体在真实世界的飞船上陷于昏迷，思想却被困在介于“母体”和真实世界的中间地带，这个地方由“火车人”控制。墨菲斯（劳伦斯·菲什伯恩 Laurence Fishburne 饰）和崔妮蒂（凯瑞-安·莫斯 Carrie-Anne Moss 饰）等人知道了尼奥的情况，在守护天使的带领下， 找到了“火车人”的控制者梅罗纹奇，经过一番激斗，将尼奥救了出来。
                                        
                                    　　此时，电子乌贼部队对锡安发起了猛烈的攻击，人类组织所有机甲战士展开顽强的抵抗，形势危在旦夕；尼奥和崔妮蒂驾驶了一艘飞船克服重重困难，到达机器城市，尼奥终于见到了机器世界的统治者“机器大帝”，双方谈判并达成了协议：尼奥除掉不受“母体”控制的史密斯，以换取锡安的和平。
                                        
                                    　　在“母体”中，尼奥和史密斯展开了关系人类生死存亡的最后决斗...
                            ",动作/科幻,https://www.imdb.com/title/tt0242653, 英语 / 法语,129 分钟
50,模仿游戏 The Imitation Game,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2255040492.jpg, 英国 / 美国,2015-07-21(中国大陆),莫滕·泰杜姆,"['本尼迪克特·康伯巴奇', '凯拉·奈特莉', '马修·古迪', '罗里·金尼尔', '艾伦·里奇', '马修·比尔德', '查尔斯·丹斯', '马克·斯特朗', '詹姆斯·诺斯科特', '汤姆·古德曼-希尔', '史蒂芬·威丁顿', '伊兰·古德曼', '杰克·塔尔登', '埃里克斯·劳瑟', '杰克·巴农', '塔彭丝·米德尔顿', '安德鲁·哈维尔', '维尔·博登', '李·阿斯奎斯-柯', '海莉·乔安妮·培根', '安库塔·布雷班', '格雷斯·卡尔德', '理查德·坎贝尔', '温斯顿·丘吉尔', '克里斯·考林', '汉娜·弗林', '阿道夫·希特勒', '卢克·霍普', '斯图尔特·马修斯', '亚当·诺威尔', '哈里·S·杜鲁门']",8.7,"
                                　　二战期间，盟军苦于德国的秘密系统”英格玛“无法破译，政府召集了一批民间数学家、逻辑学家进行秘密破解工作，图灵（本尼迪克特·康伯巴奇 Benedict Cumberbatch 饰）就是其中之一。计划刚开始图灵遭到了以休（马修·古迪 Matthew Goode）为首的组员和领导的排斥，幸好军情处部长孟席斯（马克·斯特朗 Mark Strong 饰）帮助他立项研究破译密码的机器，而图灵则变成了负责人，招收了新的成员琼（凯拉·奈特莉 Keira Knightley）开始了艰难的工作。琼很快就迷上了图灵，由于她的帮助所有组员空前的团结，并于两年后成功破解德军的密码。图灵一度与琼订婚，但实际上他隐瞒了一个秘密，因为这个秘密他也遭受了非人的待遇……
                                    
                                　　本片改编自安德鲁·霍奇斯编著的《艾伦·图灵传》，上映后获得了第87届奥斯卡最佳改编剧本奖。
                        ",剧情/同性/传记/战争,https://www.imdb.com/title/tt2084970, 英语 / 德语,114分钟
51,一个叫欧维的男人决定去死 En man som heter Ove,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.jpg, 瑞典,2015-12-25(瑞典),汉内斯·赫尔姆,"['罗夫·拉斯加德', '巴哈·帕斯', '托比亚斯·阿姆博瑞', '菲利普·伯格', '安娜-莱娜·布伦丁', '博瑞·伦贝里', '埃达·英格薇', '弗雷德里克·埃弗斯', '玛德琳·雅各布松', '查特里娜·拉松', '杰克尔·法尔斯特伦']",8.8,"
                                　　欧维（罗夫·拉斯加德 Rolf Lassgård 饰）是一个刻板而又固执的老头，他的妻子半年前死于疾病，留他一人生活在这个混乱不堪的世界之中。每天早晨，欧维都会定时在社区里进行巡视，确认所有的车辆都停在应停的位置，呵斥违反规定私自驶入社区的车辆，赶走四处乱转破坏环境的猫狗，在社区居民眼里，欧维是“来自地狱的恶邻”，可每个人都明白，这其实是欧维对于社区爱之深刻的表现。
                                    
                                　　某一日，欧维遭到了上司的解雇，离开了恪守了几十年的工作岗位，心灰意冷对现世了无牵挂的欧维决定自杀。然而，就在这个节骨眼上，一位名为帕维娜（巴哈·帕斯 Bahar Pars 饰）的女子和丈夫带着两个孩子搬到了欧维的隔壁，成为了欧维自杀计划的绊脚石。
                        ",剧情,https://www.imdb.com/title/tt4080728, 瑞典语 / 波斯语,116分钟
52,头脑特工队 Inside Out,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2266293606.jpg, 美国,2015-10-06(中国大陆),彼特·道格特,"['艾米·波勒', '菲利丝·史密斯', '理查德·坎德', '比尔·哈德尔', '刘易斯·布莱克', '敏迪·卡灵', '凯特林·迪亚斯', '戴安·琳恩', '凯尔·麦克拉克伦', '波拉·庞德斯通', '鲍比·莫尼汉', '宝拉·佩尔', '大卫·戈尔兹', '弗兰克·奥兹', '乔什·库雷', '弗利', '约翰·拉岑贝格', '卡洛斯·阿拉斯拉奇', '皮特·萨加尔', '拉什达·琼斯', '罗里·艾伦', '约翰·齐甘', '雪莉·琳恩', '拉瑞恩·纽曼', '帕丽斯·冯·戴克']",8.7,"
                                　　可爱的小女孩莱莉（凯特林·迪亚斯 Kaitlyn Dias 配音）出生在明尼苏达州一个平凡的家庭中，从小她在父母的呵护下长大，脑海中保存着无数美好甜蜜的回忆。当然这些记忆还与几个莱莉未曾谋面的伙伴息息相关，他们就是人类的五种主要情绪：乐乐（艾米·波勒 Amy Poehl er 配音）、忧忧（菲利丝·史密斯 Phyllis Smith 配音）、怕怕（比尔·哈德尔 Bill Hader 配音）、厌厌（敏迪·卡灵 Mindy Kaling 配音）和怒怒（刘易斯·布莱克 Lewis Black 配音）。乐乐作为团队的领导，她协同其他伙伴致力于为小主人营造更多美好的珍贵回忆。某天，莱莉随同父母搬到了旧金山，肮脏逼仄的公寓、陌生的校园环境、逐渐失落的友情都让莱莉无所适从，她的负面情绪逐渐累积，内心美好的世界渐次崩塌。
                                    
                                　　为了保护这一切，乐乐只有行动起来……
                        ",喜剧/动画/冒险,https://www.imdb.com/title/tt2096673, 英语,95分钟
53,哈利·波特与密室 Harry Potter and the Chamber of Secrets,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1082651990.jpg, 美国 / 英国 / 德国,2003-01-24(中国大陆),克里斯·哥伦布,"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '汤姆·费尔顿', '理查德·格雷弗斯', '费奥纳·肖', '托比·琼斯', '朱丽·沃特斯', '邦妮·怀特', '詹森·艾萨克', '肯尼思·布拉纳', '艾伦·瑞克曼', '理查德·哈里斯', '玛吉·史密斯', '约翰·克立斯', '肖恩·比格斯代夫', '克里斯·兰金', '克里斯蒂安·库尔森']",8.6,"
                                　　哈利波特（丹尼尔•雷德克里夫 Daniel Radcliffe 饰）结束了假期，即将回到霍格沃兹继续学习魔法。一个叫多比的家养小精灵警告哈利不要回到霍格沃兹，否则会陷入极大的危险。哈利没有听从多比的劝告，回到了霍格沃兹。很快，霍格沃兹发生了一连窜怪事:接二连三出现学生被石化，一直找不出原因。而哈利总能听到一种奇怪的声音，从墙壁里传出来。
                                    
                                　　传说，霍格沃兹有一个密室，里面记录着伏地魔年轻时的秘密，只有斯莱特林的人才能打开密室。哈利偶然发现自己能听懂蛇说话，一时传闻是哈利打开了密室。难道多比所指的危险就隐藏在密室？
                        ",奇幻/冒险,https://www.imdb.com/title/tt0295297, 英语,161分钟
54,雨人 Rain Man,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p942376281.jpg, 美国,1988-12-16(美国),巴瑞·莱文森,"['达斯汀·霍夫曼', '汤姆·克鲁斯', '瓦莱丽亚·戈利诺', '邦尼·亨特']",8.7,"
                                　　查理（汤姆·克鲁斯 Tom Cruise 饰）父亲去世，留下了300万美元的遗产。然而令他意外的是，遗产全部给了一个他不认识的哥哥雷蒙（达斯汀·霍夫曼 Dustin Hoffman 饰）。雷蒙的名字查理从没听过，这个事件让他气愤不已。他决定前去寻找哥哥。谁知雷蒙的住处就在一个精神病院里，原来他自幼患有自闭症，母亲去世后就被送到精神病院治疗。查理心中有了算计，他把雷蒙带出精神病院，企图骗他出让遗产。
                                    
                                　　雷蒙的生活习惯奇异，活在自己的幻想世界里，有很多离奇古怪的行为。并且，查理在共处中发现了雷蒙惊人的记忆能力，他试着利用哥哥过目不忘的本领去赌场上试一下身手，赢得了一大笔奖金，使查理足以摆脱穷困生活。而令查理收获更大的是，他还获得了慢慢升温的亲情，这种手足情远远胜过了他原先图谋的300万的遗产。
                        ",剧情,https://www.imdb.com/title/tt0095953, 英语 / 意大利语,133分钟
55,你看起来好像很好吃 おまえうまそうだな,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p709670262.jpg, 日本,2010-10-16(日本),藤森雅也,"['山口胜平', '爱河里花子', '加藤清史郎', '原田知世', '川岛得爱', '折笠富美子', '桐本拓哉', '别所哲也', '矢田稔', '川村万梨阿', '高乃丽', '小室正幸', '江川央生', '志村知幸', '胜沼纪义', '井田国男', '宫西达也', '宫西美奈子']",8.9,"
                                　　哈特（山口胜平 饰）是一只被草食性恐龙养大的霸王龙。其实，早在它破壳而出时，草食性恐龙的首领就曾命令哈特的母亲（原田知世 饰）抛弃它，但母亲却最终还是偷偷把它养大。随着年龄的增长，每天只吃野果的哈特每天饥饿难耐，最终还是抵不住本能的驱使，开始了自己食肉的残暴生涯。然而，由于母亲的影响，在哈特的内心深处，始终涌动着一颗善良的心灵。一天，偶尔遇到一只破壳而出的食草恐龙宝宝，哈特阴差阳错的被恐龙宝宝误认为是“爸爸”，而且为小恐龙取名为“很美味”，自此开始了又一段奇异的恐龙父子情。然而，伴随着生存环境的恶化，恐龙们的生存遭受着前所未有的破坏，哈特和它的亲人最终能否经得起考验……
                                    
                                　　本篇由日本知名漫画家宫西达也的同名漫画改编，本书曾获剑渊绘本乡绘本奖大奖。
                        ",剧情/动画/儿童,https://www.imdb.com/title/tt1734113, 日语,90分钟
56,未麻的部屋 Perfect Blue,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1351050722.jpg, 日本,1997-07(加拿大奇幻电影节),今敏,"['岩男润子', '松本梨香', '辻亲八', '大仓正章', '秋元羊介', '盐屋翼', '堀秀行', '筱原惠美', '江原正士', '梁田清之', '古泽彻', '新山志保', '古川惠实子', '原亚弥', '三木真一郎', '山野井仁', '田野惠 ', '长嶝高士', '陶山章央', '细井治', '远近孝一', '本井英美', '保志总一朗', '谷山纪章', '北野诚', '南香织', '商店一野']",8.9,"
                                　　当红三人少女偶像团体Charming Bird面临解散，核心成员雾越未麻在事务所的安排下不得不退出团体，转型成为一名电视剧演员。万事开头难，对于偶像歌手转型而来的未麻尤其如此，她在工作中承受着压力，闷闷不乐。与此同时，各种恐吓信不断、经纪人田所先生遇袭以及以自己的口吻在网站上写日记的神秘人都让未麻焦虑不已，恍惚间她甚至看到另一个自己。
                                    
                                　　未麻的苦恼无人知晓，贪婪的田所甚至同意剧组的剧本，要求未麻出演一场尺度极大的强暴戏。这次演出成为未麻演艺事业的转折点，她的出镜率开始攀升，甚至还拍摄了裸露的写真。与此相对，电视剧编剧涩谷和曾给未麻拍下裸照摄影师村野接连遇害。未麻的生活变得混乱不堪，真相究竟如何？
                                    
                                　　本片荣获1997年亚洲奇幻电影节最佳亚洲影片。
                        ",动画/惊悚/奇幻,https://www.imdb.com/title/tt0156887, 日语,81 分钟
57,无敌破坏王 Wreck-It Ralph,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1735642656.jpg, 美国,2012-11-06(中国大陆),瑞奇·摩尔,"['约翰·C·赖利', '萨拉·西尔弗曼', '杰克·麦克布瑞尔', '简·林奇', '艾伦·图代克', '敏迪·卡灵', '乔·洛·特鲁格里奥', '艾德·奥尼尔', '丹尼斯·海斯伯特', '伊迪·麦克勒格', '雷蒙德·S·佩尔西', '杰斯·哈梅尔', '瑞秋·哈里斯', '斯盖拉·阿斯丁', '亚当·卡罗拉', '霍拉提奥·桑斯', '莫里斯·拉马奇', '斯戴芬妮·斯考特', '约翰·迪·马吉欧', '瑞奇·摩尔', '凯蒂·洛斯', '贾米·埃曼', '乔西·特立尼达', '辛贝·沃克', '塔克·吉莫尔', '布兰登·斯考特', '蒂姆·梅尔滕斯', '凯文·迪特斯', '杰洛·里佛斯', '马丁·贾维斯', '布莱恩·克辛格', '罗杰·克莱格·史密斯', '菲尔·约翰斯顿', '鲁本·兰登', '凯尔·赫伯特', '洁米·斯贝勒·罗伯茨', '尼克·格里姆肖']",8.7,"
                                    　　无敌破坏王（约翰·C·赖利 John C. Reilly 配音）生活在一个80年代出品的低精度游戏中。他的设定身份是一个反派，每天的生活就是在游戏《快手阿修》中大搞破坏，其后由玩家操作的英雄人物快手阿修（杰克·麦克布瑞尔 Jack McBrayer 配音） 会及时赶到进行修补，赢得奖牌，包揽一切荣耀。身为反派，破坏王厌倦了自己的生活，眼看阿修被胜利者的光环围绕，自己却日复一日在无趣中过活，他终于决定改变。单纯的他以为只要自己也能得到一枚奖牌，就可以摆脱反派的身份，于是某日在游戏厅歇业后，破坏王偷偷离开了自己的游戏，前去闯荡其他电子游戏的世界。
                                        
                                    　　在途中，破坏王结识了来自《英雄使命》的冷酷队长（简·林奇 Jane Lynch 配音）和来自90年代糖果赛车游戏《甜蜜冲刺》的小女孩云妮（萨拉·丝沃曼 Sarah Silverman 配音）。后者梦想着能上场比...
                            ",喜剧/动画/奇幻/冒险,https://www.imdb.com/title/tt1772341, 英语,101分钟
58,新世界 신세계,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1903379979.jpg, 韩国,2013-02-21(韩国),朴勋政,"['李政宰', '崔岷植', '黄政民', '宋智孝', '朴圣雄', '金秉玉', '金胤成']",8.8,"
                                　　金门集团会长、暴力组织在虎派大佬石东出遭遇车祸身亡，该事件在黑白两道引起不小震荡。为了遏制金门集团进一步向合法领域渗透并持续壮大，警方及时提出“新世界计划”，旨在干预金门集团继任大佬的选举。而围绕会长头衔，金门旗下三号人物华侨出身的丁青（黄正民 饰）和四号人物常务理事李仲久（朴圣雄 饰）展开一连串明争暗斗。在危机四伏的当下，警方姜科长（崔岷植 饰）命令卧底十年之久的李子成（李政宰 饰）左右选举结果。子成六年前和丁青结识，并且得到对方的器重和信任。早已厌倦黑道生活的子成无奈受命，却无疑将自己投入了凶险非常的黑色漩涡之中。
                                    
                                　　充满鲜血与欲望的战场，新世界何日来临？
                        ",剧情/犯罪,https://www.imdb.com/title/tt2625030, 韩语 / 汉语普通话,134分钟
59,恋恋笔记本 The Notebook,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p483604864.jpg, 美国,2004-06-25(美国),尼克·卡萨维蒂,"['瑞恩·高斯林', '瑞秋·麦克亚当斯', '吉娜·罗兰兹', '詹姆斯·加纳', '斯塔尔勒塔·杜波利斯', '凯文·康诺利', '希瑟·沃奎斯特', '杰弗里·奈特', '琼·艾伦', '詹姆斯·麦斯登']",8.5,"
                                　　一个浸润着鲜红与纯白的爱情故事，写在一本洒满昏黄的笔记本上，被一位老先生(詹姆斯·加纳 饰)，一遍一遍的讲述。老太太(吉娜·罗兰兹 饰)总是静静的听着，好奇的追问结果。在一家疗养院，这样不变的场景每天都会上演。
                                    
                                　　笔记本上，秀美的字迹，记载着发生在那个夏天的爱情。艾莉(瑞秋·麦克亚当斯 饰)是富有人家的千金，她随家人来到小镇避暑。在一个充满梦幻的游乐场，邂逅了诺亚(瑞恩·高斯林 饰)。诺亚没有钱，却活的很快乐。艾莉在他那学会了自由，得到了欢笑，两人很快热恋起来。然而在艾莉父母的阻挠下，相爱的两个人，就被分开在夏天结束的那一刻。随着诺亚的365封信被偷偷藏起，艾莉在7年后终于放弃了等待。就在她要步入教堂的前一天，突然在报纸上看到了诺亚曾许诺给自己建造的白色房子。一切记忆，全部苏醒……
                                    
                                　　也许，应该苏醒的，不是故事中的，而是听故事的人。
                        ",剧情/爱情,https://www.imdb.com/title/tt0332280, 英语,123分钟
60,冰川时代 Ice Age,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910895719.jpg, 美国,2002-03-15(美国),卡洛斯·沙尔丹哈,"['雷·罗马诺', '约翰·雷吉扎莫', '丹尼斯·利瑞', '杰克·布莱克']",8.6,"
                                　　冰河时期降至，动物们都急着迁徙到温暖的地方及储存食物。长毛象曼弗瑞德、树獭希德、剑齿虎迪亚戈为了帮助一个人类的婴儿回到父母身边，因而也掉了动物们迁徙的队伍。三只性格各异的动物，觉得集合力量帮助婴儿。一路上，善良的曼弗瑞德总觉得迪亚戈心怀鬼胎，想吃掉婴儿，互相猜疑。他们一起经历了无数艰难险阻，终于能够真诚相对。
                                    
                                　　当剑齿虎迪亚戈的同伴知道它身边正有一个婴儿，饥寒交迫的它们就想迪亚戈把婴儿交给它们当食物，迪亚戈已对可爱的小婴儿产生了感情，无法下手，而迪亚戈该如何选择呢？小婴儿又能否安全回到家中？
                        ",喜剧/动画/冒险,https://www.imdb.com/title/tt0268380, 英语 / 克罗地亚语,81 分钟
61,海街日记 海街diary,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2232247487.jpg, 日本,2015-05-14(戛纳电影节),是枝裕和,"['绫濑遥', '长泽雅美', '夏帆', '广濑铃', '大竹忍', '堤真一', '加濑亮', '风吹淳', '中川雅也', '前田旺志郎 ', '铃木亮平', '坂口健太郎', '树木希林']",8.8,"
                                　　临海古都镰仓，顺山而成的小镇，不起眼的角落里生活着香田家四姐妹。她们的父亲早年和情人离家出走，母亲则干脆将女儿们抛给了外婆照顾。外婆去世后，外孙女们继承了这栋有着悠久历史的大房子。过早担负起家庭重任的大姐香田幸（绫濑遥 饰），尽心尽力照顾着两个妹妹佳乃（长泽雅美 饰）、千佳（夏帆 饰）健康成长。这一天，父亲去世的消息传到姐妹手中。她们结伴而行参加了父亲的葬礼，并且结识了从未谋面的异母妹妹浅野铃（广濑丝丝 饰）。许是血缘中的亲近之感，幸在临行前邀请铃搬来镰仓同住。未过多久，抱着对姐姐们的憧憬，铃迈入了父亲曾经生活过的房子。四季流转，姐妹们的故事悄然上演……
                                    
                                　　本片根据吉田秋生的同名漫画改编。
                        ",剧情/家庭,https://www.imdb.com/title/tt3756788, 日语,127分钟
62,二十二,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2457609817.jpg, 中国大陆,2017-08-14(中国大陆),郭柯,[],8.7,"
                                　　在日本侵华战争的八年间，至少20万中国妇女被迫沦为日军的性奴隶，也就是我们经常提及的“慰安妇”。在影片2014年开拍之时，中国内地仅剩22位“慰安妇”幸存者。当光阴慢慢划过，时间抚平伤口，这些经历了常人无法想象的磨难的老人们，如今又身在何处，过着怎样的生活，经历着怎样的悲喜忧乐？
                        ",纪录片,https://www.imdb.com/title/tt3843282, 汉语普通话,99分钟(公映版)
63,海边的曼彻斯特 Manchester by the Sea,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2421855655.jpg, 美国,2017-08-25(中国大陆),肯尼思·洛纳根,"['卡西·阿弗莱克', '卢卡斯·赫奇斯', '米歇尔·威廉姆斯', 'C·J·威尔逊', '凯尔·钱德勒', '卡拉·海沃德', '格瑞辰·摩尔', '泰特·多诺万', '埃里卡·麦克德莫特', '希瑟·伯恩斯', '蜜西·雅格', '斯蒂芬·亨德森', '本·汉森', '玛丽·梅伦', '安东尼·埃斯特拉', '苏珊·波尔法', '罗伯特·塞拉', '卡罗琳·皮克曼', '约什·汉密尔顿', '肖恩·菲茨吉本', '肯尼思·洛纳根', '安娜·巴瑞辛尼科夫', '利亚姆·麦克尼尔', '马修·布罗德里克', 'Kt·巴达萨罗', '威廉·博恩凯塞尔', '弗兰克·达戈斯蒂诺', '托马斯·马里亚诺']",8.6,"
                                　　李（卡西·阿弗莱克 Casey Affleck 饰）是一名颓废压抑的修理工，在得知哥哥乔伊（凯尔·钱德勒 Kyle Chandler 饰）去世的消息后，李回到了故乡——海边的曼彻斯特处理乔伊的后事。根据乔伊的遗嘱，李将会成为乔伊的儿子帕特里克（卢卡斯·赫奇斯 Lucas Hedg es 饰）的监护人，李打算将帕特里克带回波士顿，但很显然帕特里克并不愿意离开家乡和朋友们，但李亦不愿在这片伤心地久留。
                                    
                                　　原来，曼彻斯特埋藏着李的一段绝望的回忆，他的过失使得两个女儿葬身火海，妻子兰迪（米歇尔·威廉姆斯 Michelle Williams 饰）亦因此而离开了他。此次重回故乡，李再度见到了已经再婚并且即将做妈妈的兰迪，与此同时，帕特里克那失踪已久的母亲艾丽斯（格瑞辰·摩尔 Gretchen Mol 饰）亦联系上了帕特里克，希望他能够成为她的新家庭中的一员。
                        ",剧情/家庭,https://www.imdb.com/title/tt4034228, 英语,137分钟
64,房间 Room,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2259715855.jpg, 爱尔兰 / 加拿大 / 英国 / 美国,2015-09-04(特柳赖德电影节),伦尼·阿伯拉罕森,"['布丽·拉尔森', '雅各布·特伦布莱', '肖恩·布里吉格斯', '温迪·古逊', '阿曼达·布鲁盖尔', '乔·平格', '琼·艾伦', '卡斯·安瓦尔', '威廉姆·H·梅西', '兰道尔·爱德华', '罗德里戈-费尔南德斯-斯托尔', '罗里·奥谢', '汤姆·麦卡穆斯', '杰克·富尔顿', '梅根·帕克']",8.8,"
                                　　女孩乔伊（布丽·拉尔森 Brie Larson 饰）被一个叫“老尼克”的男人拐骗，之后被他囚禁在其房子后院的棚屋里长达七年之久。在此期间她遭到强奸，并生下儿子杰克（雅各布·特伦布莱 Jacob Tremblay 饰）。靠着老尼克时不时的物资补给，母子二人艰难度日。尽管如此，母亲还是竭尽所能，为儿子杰克创造了一个安全而开心的成长空间。这个狭小逼仄的房间，成了杰克生活成长的神奇小天地。在杰克度过了他的五岁生日后，母亲决定告诉他真相，在这个小小的房间外面，有着更广阔的世界。他们开始策划逃跑计划，决心要逃出这个囚禁他们的房间……
                                    
                                　　本片根据艾玛·唐纳修的同名小说改编。
                        ",剧情/家庭,https://www.imdb.com/title/tt3170832, 英语,118分钟
65,惊魂记 Psycho,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1021883305.jpg, 美国,1960-06-16(纽约首映),阿尔弗雷德·希区柯克,"['安东尼·博金斯', '维拉·迈尔斯', '约翰·加文', '珍妮特·利', '马丁·鲍尔萨姆', '约翰·麦克因泰', '西蒙·奥克兰', '弗兰克·艾伯森', '帕特里夏·希区柯克', '沃恩·泰勒', '卢伦·塔特尔', '约翰·安德森', '莫特·米尔斯', '吉特·卡森', '维吉尼亚·格雷格', '阿尔弗雷德·希区柯克', '珍妮特·诺兰', '罗伯特奥斯本', '海伦·华莱士', 'Fletcher Allen', 'Walter Bacon', 'Francis De Sales', 'George Dockstader', 'George Eldredge', 'Harper Flaherty', '萨姆·弗林特', 'Frank Killmond', '泰德·奈特', 'Pat McCaffrie', 'Hans-Joachim Moebis', 'Fred Scheiwiller']",9.0,"
                                    　　年轻的马里恩·克兰（珍妮特·利 饰）在Phoenix工作，深受老板洛厄里（沃恩·泰勒 饰）信任。男友萨姆·卢米斯（约翰·加文 饰）在Fairvale经营一家五金店，因要替亡父还债又要支付前妻赡养费而无力再婚，只能借出差的机会偶尔来与马里恩幽会。马里恩对此感到不满，于是在周五下午趁机携四万美元公款驾车潜逃。可是马里恩的潜逃之路并不顺利：先是在出城的时候被洛厄里目击，周六一大早又被警察怀疑。花了七百美元以旧车换新车之后，马里恩继续忐忑地行驶。入夜后，天降大雨，视线模糊，无法行驶，马里恩只得将车泊入路边的贝茨汽车旅馆投宿。老板诺尔曼（安东尼·珀金斯 饰）十分友善，试图邀请马里恩到家里共进晚餐，可惜被凶恶的母亲粗暴阻止，只得将晚餐端至旅馆客厅。马里恩在客厅一边进餐一边与诺尔曼交谈，终于决定周日返回Phoenix。用餐完毕，马里恩回房沐浴。这时，一个老妇的身影...
                            ",悬疑/惊悚/恐怖,https://www.imdb.com/title/tt0054215, 英语,109分钟
66,虎口脱险 La grande vadrouille,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2399597512.jpg, 法国 / 英国,1966-12-08(法国),热拉尔·乌里,"['路易·德·菲奈斯', '布尔维尔', '克劳迪奥·布鲁克', '安德丽·帕里西', '科莱特·布罗塞', '迈克·马歇尔', '玛丽·马凯', '皮埃尔·贝尔坦', '本诺·施特岑巴赫', '玛丽·杜布瓦', '特里-托马斯', '西戈德·拉普', '赖因哈德·科尔德霍夫', '赫尔穆特·施奈德', '保罗·普雷博伊斯特', '汉斯·迈尔', '居伊·格罗索', '米歇尔·莫多', '彼得·雅各布', '吕迪·勒努瓦', '诺埃尔·达扎尔', '皮埃尔·鲁塞尔', '皮埃尔·巴斯蒂安', '雅克·萨布隆', '玛格·阿夫里尔', '雅克·博杜因', '加布里埃尔·戈班', '保罗·梅塞', '亨利·热内斯']",8.9,"
                                　　二战期间，英国一架飞机在执行轰炸任务中，被德军击中，几名英国士兵被迫跳伞逃生。他们约好在土耳其浴室见面，并用这次行动的代号“鸳鸯茶”作为接头暗号。
                                    
                                　　他们分别降落在法国巴黎德军占领区的不同地点。大胡子中队长雷金纳德被动物园管理员所救。而另外两名士兵，也分别在油漆匠奥古斯德 （布尔维尔 饰）和乐队指挥斯塔尼斯拉斯（路易·德·费内斯 饰）的帮助下掩藏好了。即便德军展开了全城的搜索，油漆匠、指挥和中队长还是在浴室顺利地会面，几经辗转，英国士兵终于接上了头。几个原本并不认识的人，就这样结成了生死同盟，与敌人展开了斗智斗勇的生死游戏。同时，也闹出了不少温情的笑话。他们用微薄的力量对抗严酷德军，险相迭生，滑稽搞笑，为了逃出虎口，共同战斗。
                        ",喜剧/战争,https://www.imdb.com/title/tt0060474, 法语 / 英语 / 德语,132分钟
67,恐怖游轮 Triangle,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p462470694.jpg, 英国 / 澳大利亚,2009-10-16(英国),克里斯托弗·史密斯,"['梅利莎·乔治', '利亚姆·海姆斯沃斯', '迈克尔·多曼', '瑞秋·卡帕尼', '艾玛·朗', '亨利·尼克松', '约书亚·麦基弗']",8.5,"
                                　　单亲母亲杰西（梅利莎·乔治 饰）和一帮朋友乘游艇出海游玩，但她总有一种有不好的事情发生的感觉。不久，他们便在海上遭遇一场强烈的风暴。游艇翻船，众人落海，几经挣扎他们好不容易爬到游艇残骸上来。正当他们无计可施之时，一艘巨大的游轮向众人缓缓驶来。众人欣喜过望，未加思索便登上这艘名为“艾俄洛斯”的游轮，结果发现这竟是一艘1930年便告失踪的神秘之船，而船上更是空无一人。
                                    
                                　　随处可见的鲜血、神秘的指示以及突如其来的凶杀事件，将这群男女带入万劫不复的恐怖轮回之中……
                        ",剧情/悬疑/惊悚,https://www.imdb.com/title/tt1187064, 英语,99 分钟
